Production Budget ($),Worldwide Gross ($)
"$15,000,000 ","$18,524,496 "
"$200,000,000 ","$783,705,001 "
"$12,000,000 ","$31,286,759 "
"$170,000,000 ","$300,150,546 "
"$40,000,000 ","$21,215,882 "
"$800,000 ","$62,544 "
"$65,000 ","$22,233,808 "
"$90,000,000 ","$203,877,963 "
"$105,000,000 ","$348,629,585 "
"$19,000,000 ","$70,164,105 "
"$4,600,000 ","$3,479,302 "
"$3,200,000 ","$14,441,158 "
"$100,000,000 ","$82,145,379 "
"$85,000,000 ","$288,587,450 "
"$6,500,000 ","$1,033,810 "
"$2,500,000 ","$36,028,802 "
"$80,000,000 ","$96,148,711 "
"$71,682,975 ","$257,641,634 "
"$55,000,000 ","$28,231,444 "
"$9,000,000 ","$18,225,165 "
"$30,000,000 ","$61,950,770 "
"$15,000,000 ","$14,811,980 "
"$7,000 ","$841,926 "
"$65,000,000 ","$132,397,389 "
"$70,000,000 ","$172,543,519 "
"$20,000,000 ","$28,762,690 "
"$78,000,000 ","$43,957,541 "
"$30,000,000 ","$65,121,280 "
"$500,000 ","$1,348,750 "
"$27,000,000 ","$8,712,564 "
"$25,000,000 ","$70,326,393 "
"$20,000,000 ","$9,355,369 "
"$17,000,000 ","$177,535,958 "
"$10,000,000 ","$630,427 "
"$23,000,000 ","$12,291,975 "
"$12,000,000 ","$17,322,212 "
"$92,000,000 ","$23,911,362 "
"$35,000,000 ","$22,913,677 "
"$30,000,000 ","$26,323,969 "
"$25,000,000 ","$31,635,150 "
"$6,800,000 ","$9,533,964 "
"$25,000,000 ","$89,476,265 "
"$10,000,000 ","$9,408,183 "
"$2,600,000 ","$3,292,333 "
"$70,000,000 ","$49,730,854 "
"$35,000,000 ","$41,666,476 "
"$30,000,000 ","$21,827,296 "
"$1,400,000 ","$56,073 "
"$50,000,000 ","$117,211,892 "
"$40,000,000 ","$463,730 "
"$30,000,000 ","$10,419,084 "
"$5,000,000 ","$30,332,385 "
"$1,000,000 ","$227,241 "
"$50,000,000 ","$125,168,734 "
"$45,000,000 ","$61,475,984 "
"$200,000 ","$346,106 "
"$11,000,000 ","$13,353,855 "
"$170,000,000 ","$319,090,241 "
"$110,000,000 ","$362,989,076 "
"$50,000,000 ","$34,806,726 "
"$2,000,000 ","$105,377 "
"$400,000 ","$31,425 "
"$40,000,000 ","$118,097,882 "
"$20,000,000 ","$50,948,811 "
"$18,000,000 ","$14,488,705 "
"$10,000,000 ","$70,527 "
"$17,000,000 ","$109,793,192 "
"$10,000,000 ","$187,281,115 "
"$5,000,000 ","$8,655,397 "
"$200,000 ","$439,651 "
"$40,000,000 ","$124,823,094 "
"$20,000,000 ","$14,603,001 "
"$1,200,000 ","$103,880,027 "
"$120,000,000 ","$107,212,751 "
"$100,000,000 ","$96,221,971 "
"$50,000,000 ","$208,094,550 "
"$400,000 ","$46,122,713 "
"$45,000,000 ","$122,071,435 "
"$100,000,000 ","$331,323,410 "
"$30,000,000 ","$142,051,255 "
"$5,000,000 ","$40,311,842 "
"$155,000,000 ","$167,297,191 "
"$50,000,000 ","$96,469,187 "
"$7,500,000 ","$3,347,647 "
"$55,000,000 ","$69,759,296 "
"$5,500,000 ","$83,529,758 "
"$40,000,000 ","$92,111,551 "
"$26,000,000 ","$28,703,083 "
"$57,000,000 ","$38,329,114 "
"$50,000,000 ","$263,894,551 "
"$29,000,000 ","$24,716,190 "
"$25,000,000 ","$115,036,108 "
"$11,000,000 ","$13,000,959 "
"$7,000,000 ","$7,017,859 "
"$30,000,000 ","$231,928,227 "
"$110,000,000 ","$208,370,892 "
"$100,000,000 ","$212,956,024 "
"$75,000,000 ","$54,344,321 "
"$75,000,000 ","$34,009,180 "
"$24,000,000 ","$8,292,914 "
"$13,300,000 ","$39,686,345 "
"$10,000,000 ","$290,875 "
"$60,000,000 ","$516,567,575 "
"$55,000,000 ","$154,017,885 "
"$17,500,000 ","$36,521,223 "
"$45,000,000 ","$48,563,556 "
"$10,600,000 ","$34,409,206 "
"$30,000,000 ","$18,765,585 "
"$26,000,000 ","$63,489,752 "
"$32,000,000 ",$0 
"$8,800,000 ",$0 
"$200,000 ",$0 
"$40,000,000 ","$158,527,918 "
"$25,000,000 ","$41,560,117 "
"$45,000,000 ","$17,492,014 "
"$5,500,000 ","$8,589,831 "
"$750,000 ","$229,250 "
"$65,000,000 ","$56,409,722 "
"$45,000,000 ","$76,665,507 "
"$30,000,000 ","$89,955,540 "
"$30,000,000 ","$36,040,895 "
"$20,000,000 ","$98,114,471 "
"$425,000 ","$12,604 "
"$25,000,000 ","$123,696,741 "
"$20,000,000 ","$8,178,569 "
"$5,000,000 ","$83,356 "
"$70,000 ","$4,930 "
"$80,000,000 ","$6,300,451 "
"$32,000,000 ","$88,978,458 "
"$25,000,000 ","$5,654,777 "
"$55,000,000 ","$53,913,573 "
"$100,000,000 ","$59,918,422 "
"$75,000,000 ","$221,594,911 "
"$15,000,000 ","$33,508,485 "
"$13,500,000 ","$93,631,744 "
"$50,000,000 ","$22,099,706 "
"$35,000,000 ","$25,114,901 "
"$5,500,000 ","$50,458,356 "
"$88,000,000 ","$105,021,488 "
"$25,000,000 ","$13,424,365 "
"$1,000,000 ","$3,553,253 "
"$50,000,000 ","$161,941,727 "
"$25,000,000 ","$25,732,334 "
"$20,000,000 ","$10,468,867 "
"$1,000,000 ","$3,700 "
"$60,000,000 ","$101,382,396 "
"$35,000,000 ","$102,115,888 "
"$3,500,000 ","$96,793 "
"$3,000,000 ","$6,239,723 "
"$1,500,000 ","$1,126,258 "
"$25,000,000 ","$38,351,350 "
"$20,000,000 ","$67,192,859 "
"$15,000,000 ","$47,175,038 "
"$75,000,000 ","$94,944,017 "
"$56,000,000 ","$198,006,880 "
"$28,500,000 ","$15,452,978 "
"$4,600,000 ","$3,099,369 "
"$72,000,000 ","$96,947,540 "
"$60,000,000 ","$310,043,823 "
"$1,600,000 ","$3,264 "
"$1,500,000 ","$58,692 "
"$400,000 ",$0 
"$18,500,000 ","$109,175,673 "
"$2,000,000 ","$466,106 "
"$2,000,000 ","$2,226,603 "
"$90,000,000 ","$162,753,837 "
"$25,000,000 ","$41,921,590 "
"$25,000,000 ","$4,049,527 "
"$20,000,000 ","$375,474 "
"$15,500,000 ","$517,262 "
"$60,000,000 ","$71,073,932 "
"$45,000,000 ","$102,746,214 "
"$1,400,000 ","$1,261,792 "
"$30,000 ","$82,698 "
"$53,000,000 ","$109,848,461 "
"$12,000,000 ","$19,287,485 "
"$6,800,000 ","$49,526 "
"$5,200,000 ","$1,695,126 "
"$1,100 ","$181,041 "
"$30,000,000 ","$197,593,152 "
"$1,500,000 ","$11,191,423 "
"$45,000,000 ","$155,931,301 "
"$45,000,000 ","$55,842,724 "
"$43,000,000 ","$49,037,621 "
"$27,000,000 ","$16,566,235 "
"$6,500,000 ","$11,745,931 "
"$500,000 ","$9,387,581 "
"$115,000,000 ","$848,998,877 "
"$82,000,000 ","$190,320,568 "
"$75,000,000 ","$556,559,566 "
"$2,500,000 ","$1,269,705 "
"$110,000,000 ","$218,853,353 "
"$35,000,000 ","$70,064,800 "
"$7,303,082 ","$101,173,038 "
"$300,000 ","$10,514 "
"$150,000,000 ","$359,142,722 "
"$10,000,000 ","$19,535,005 "
"$2,000,000 ","$9,615,464 "
"$1,700,000 ","$4,727,375 "
"$50,000,000 ","$144,110,682 "
"$80,000,000 ","$131,159,306 "
"$18,975,000 ","$47,751,015 "
"$3,400,000 ","$133,276,359 "
"$1,700,000 ","$661,221 "
"$700,000 ","$4,857,731 "
"$132,000,000 ","$606,836,535 "
"$10,000,000 ","$92,094,360 "
"$1,800,000 ","$1,322,161 "
"$200,000 ","$6,260 "
"$20,000,000 ","$30,491,379 "
"$7,000,000 ","$56,586,901 "
"$1,125,000 ","$18,673,274 "
"$25,000,000 ","$18,991,288 "
"$5,000 ","$1,338 "
"$150,000,000 ","$475,825,484 "
"$40,000,000 ","$283,218,368 "
"$300,000 ","$87,264 "
"$250,000 ","$237,816 "
"$120,000,000 ","$163,018,913 "
"$35,000,000 ","$33,500,620 "
"$7,000,000 ","$20,940,428 "
"$2,800,000 ","$23,591,783 "
"$250,000 ","$191,862 "
"$138,000,000 ","$76,416,746 "
"$35,000,000 ","$83,109,359 "
"$35,000,000 ","$58,405,313 "
"$145,000,000 ","$121,671,925 "
"$40,000,000 ","$50,071,069 "
"$20,000,000 ","$102,034,104 "
"$87,500,000 ","$330,717,080 "
"$60,000,000 ","$49,473,093 "
"$350,000 ","$1,772,979 "
"$30,000,000 ","$3,252,550 "
"$35,000,000 ","$64,188,387 "
"$26,000,000 ","$177,344,230 "
"$26,000,000 ","$96,666,486 "
"$80,000,000 ","$105,299,638 "
"$30,000,000 ","$27,147,991 "
"$9,000,000 ","$1,069,318 "
"$25,500,000 ","$86,301,599 "
"$30,000,000 ","$18,535,575 "
"$20,000,000 ","$10,393,696 "
"$18,000,000 ","$144,529,078 "
"$200,000 ","$44,701 "
"$40,000,000 ","$46,666,955 "
"$180,000,000 ","$720,539,572 "
"$85,000,000 ","$161,510,853 "
"$20,000,000 ","$27,836,366 "
"$13,900,000 ","$177,012,173 "
"$1,300,000 ","$329,621 "
"$58,000,000 ","$100,687,083 "
"$42,000,000 ","$60,437,727 "
"$25,000,000 ","$881,745 "
"$20,000,000 ","$8,284,331 "
"$4,000,000 ","$1,919,197 "
"$1,000,000 ","$15,943,081 "
"$1,000,000 ","$1,549,000 "
"$65,000,000 ","$26,670,920 "
"$55,000,000 ","$214,392,904 "
"$32,000,000 ","$61,477,797 "
"$30,000,000 ","$114,770,654 "
"$10,000,000 ","$17,433,072 "
"$8,000,000 ","$446,438 "
"$1,600,000 ","$129,319 "
"$1,000,000 ",$0 
"$1,500,000 ","$172,569 "
"$50,000,000 ","$41,982,227 "
"$39,000,000 ","$40,319,440 "
"$25,000,000 ","$15,468,266 "
"$12,000,000 ","$994,790 "
"$7,000,000 ","$49,924,079 "
"$4,000,000 ","$973,613 "
"$3,000,000 ","$4,655 "
"$110,000,000 ","$486,124,090 "
"$50,000,000 ","$69,425,966 "
"$27,000,000 ","$13,174,426 "
"$24,000,000 ","$237,814,327 "
"$24,000,000 ","$1,696,765 "
"$2,850,000 ","$6,435,262 "
"$400,000 ",$423 
"$54,000,000 ","$50,719,373 "
"$50,000,000 ","$22,969,202 "
"$25,000,000 ","$1,415,656 "
"$18,000,000 ","$37,048,526 "
"$70,000,000 ","$54,612,337 "
"$32,000,000 ","$39,498,360 "
"$30,000,000 ","$23,676,771 "
"$15,000,000 ","$16,829,464 "
"$7,500,000 ","$11,758,418 "
"$6,500,000 ","$2,025,032 "
"$500,000 ","$4,134 "
"$80,000,000 ","$141,475,336 "
"$20,000,000 ","$15,466,961 "
"$5,000,000 ","$152,925,093 "
"$55,000,000 ","$366,784,257 "
"$20,000,000 ","$55,686,944 "
"$7,000,000 ","$25,269,040 "
"$2,000,000 ","$691,880 "
"$80,000,000 ","$260,700,012 "
"$75,000,000 ","$77,636,443 "
"$12,000,000 ","$28,915,761 "
"$65,000,000 ","$58,545,540 "
"$28,000,000 ","$126,549,607 "
"$22,000,000 ","$57,520,063 "
"$150,000,000 ","$896,911,078 "
"$29,000,000 ","$187,707,495 "
"$50,000,000 ","$92,690,959 "
"$45,000,000 ","$72,359,917 "
"$40,000,000 ","$31,670,620 "
"$22,000,000 ","$9,448,623 "
"$60,000,000 ","$10,597,070 "
"$40,000,000 ","$92,256,918 "
"$30,000,000 ","$92,494,381 "
"$22,000,000 ","$45,273,464 "
"$6,000,000 ",$0 
"$207,000,000 ","$550,517,357 "
"$15,000,000 ","$13,454,474 "
"$45,000,000 ","$32,952,995 "
"$18,000,000 ","$92,357,499 "
"$140,000,000 ","$203,018,919 "
"$60,000,000 ","$135,015,330 "
"$16,000,000 ","$2,814,566 "
"$75,000,000 ","$131,492,772 "
"$8,000,000 ","$19,891,331 "
"$70,000,000 ","$88,933,562 "
"$30,000,000 ","$26,184,400 "
"$1,100,000 ","$29,005,064 "
"$15,000,000 ","$87,973,835 "
"$10,000,000 ","$17,300,838 "
"$15,000,000 ","$909,822 "
"$2,160,000 ","$37,865 "
"$500,000 ",$0 
"$50,000 ",$0 
"$12,000,000 ","$43,924,923 "
"$5,600,000 ","$7,009,668 "
"$2,700,000 ","$31,517,561 "
"$2,400,000 ","$500,296 "
"$30,000 ","$103,509 "
"$3,500,000 ",$0 
"$35,000,000 ","$46,309,644 "
"$10,000,000 ","$14,321,070 "
"$45,000,000 ","$43,343,247 "
"$30,000,000 ","$42,799,060 "
"$17,500,000 ","$109,843,390 "
"$45,000,000 ","$113,417,762 "
"$10,000,000 ","$11,924,041 "
"$1,000,000 ","$16,553,163 "
"$40,000,000 ","$137,047,376 "
"$25,000,000 ","$128,745,578 "
"$14,200,000 ","$543,306 "
"$7,900,000 ","$3,129,471 "
"$5,300,000 ","$29,197,694 "
"$4,750,000 ","$3,061,763 "
"$1,600,000 ","$145,382 "
"$52,000,000 ","$205,727,307 "
"$15,000,000 ","$11,599,903 "
"$10,000,000 ","$3,260,179 "
"$15,000 ","$195,254 "
"$400,000 ","$2,797,199 "
"$40,000,000 ","$120,455,994 "
"$20,000,000 ","$85,146,165 "
"$4,200,000 ","$33,913,542 "
"$3,500,000 ","$113,783 "
"$20,000,000 ","$28,058,652 "
"$17,000,000 ","$9,729,088 "
"$10,000,000 ","$63,320,521 "
"$3,000,000 ","$11,537,539 "
"$15,000,000 ","$67,215,435 "
"$45,000,000 ","$65,595,141 "
"$30,000,000 ","$30,962,112 "
"$22,000,000 ","$23,134,075 "
"$12,000,000 ","$22,978,953 "
"$3,000,000 ","$12,051,924 "
"$149,000,000 ","$179,357,126 "
"$18,000,000 ","$261,443,242 "
"$9,400,000 ","$87,226,613 "
"$3,700,000 ","$3,355,048 "
"$50,000,000 ","$130,214,162 "
"$25,000,000 ","$55,279,608 "
"$13,000,000 ","$2,898,225 "
"$7,500,000 ","$40,016,662 "
"$3,000,000 ","$95,204 "
"$1,500,000 ",$0 
"$50,000,000 ","$185,798,265 "
"$20,000,000 ","$23,187,506 "
"$17,000,000 ","$15,680,099 "
"$2,900,000 ","$3,127,472 "
"$500,000 ","$602,789 "
"$75,000,000 ","$651,899,282 "
"$70,000,000 ","$35,417,162 "
"$17,000,000 ","$21,170,563 "
"$15,250,000 ","$12,930,343 "
"$2,500,000 ","$497,195 "
"$450,000 ","$4,243,996 "
"$4,500,000 ","$23,471,871 "
"$73,000,000 ","$162,870,525 "
"$51,000,000 ","$118,583,844 "
"$8,000,000 ","$12,740,705 "
"$7,000,000 ","$57,051,053 "
"$4,000,000 ","$10,770,993 "
"$2,000,000 ","$1,985,292 "
"$80,000,000 ","$99,010,667 "
"$40,000,000 ","$178,710,620 "
"$950,000 ","$8,267,066 "
"$60,000,000 ","$78,080,697 "
"$50,000,000 ","$94,704,227 "
"$17,000,000 ","$16,510,971 "
"$1,000,000 ",$884 
"$55,000,000 ","$87,524,497 "
"$20,000,000 ","$30,399,714 "
"$18,000,000 ","$77,635,035 "
"$9,600,000 ","$5,256,839 "
"$8,000,000 ","$18,959,424 "
"$3,000,000 ","$11,322,573 "
"$12,000 ","$1,336 "
"$10,000 ","$138,711 "
"$150,000,000 ","$397,501,348 "
"$30,000,000 ","$35,869,934 "
"$20,000,000 ","$5,313,608 "
"$15,000,000 ","$8,224,998 "
"$14,000,000 ","$30,443,277 "
"$8,000,000 ","$973,443 "
"$9,000,000 ","$16,235,738 "
"$125,000,000 ","$767,820,459 "
"$80,000,000 ","$343,397,247 "
"$8,000,000 ","$18,828,036 "
"$4,200,000 ",$0 
"$1,000,000 ","$52,769,915 "
"$210,000,000 ","$459,359,555 "
"$7,000 ","$71,644 "
"$25,000,000 ","$3,605,420 "
"$12,000,000 ","$196,857 "
"$5,000,000 ","$6,590,172 "
"$4,800,000 ","$82,241,110 "
"$25,000,000 ","$119,295,584 "
"$90,000,000 ","$289,660,619 "
"$16,000,000 ","$50,517,763 "
"$14,000,000 ","$14,121,177 "
"$10,000,000 ","$38,364,855 "
"$3,000,000 ","$252,726 "
"$85,000,000 ","$157,794,205 "
"$60,000,000 ","$147,985,373 "
"$40,000,000 ","$114,830,111 "
"$32,000,000 ","$99,296,462 "
"$500,000 ","$3,177,636 "
"$82,500,000 ","$237,685,089 "
"$10,000,000 ","$32,430,721 "
"$2,000,000 ","$5,361 "
"$232,000,000 ","$374,085,065 "
"$2,000,000 ","$2,077,844 "
"$1,000,000 ","$1,849,392 "
"$250,000 ","$51,540 "
"$35,000,000 ","$326,073,155 "
"$120,000 ",$0 
"$35,000,000 ","$65,063,726 "
"$30,000,000 ","$65,390,493 "
"$27,000,000 ","$55,495,466 "
"$6,500,000 ","$18,110,152 "
"$3,000,000 ","$7,301,115 "
"$1,300,000 ","$1,738,663 "
"$225,000,000 ","$1,066,215,812 "
"$20,000,000 ","$7,405,084 "
"$1,000,000 ","$215,559 "
"$64,000,000 ","$101,636,047 "
"$54,000,000 ","$130,402,010 "
"$10,000,000 ","$241,719 "
"$5,000,000 ","$648,183 "
"$75,000,000 ","$141,267,370 "
"$75,000,000 ","$72,785,169 "
"$30,000,000 ","$60,772,856 "
"$5,000,000 ","$27,342,246 "
"$200,000 ","$7,033 "
"$8,000,000 ","$100,642,353 "
"$135,000,000 ","$163,818,556 "
"$45,000,000 ","$49,610,898 "
"$4,000,000 ","$40,103,262 "
"$20,000,000 ","$38,164,784 "
"$5,700,000 ","$43,044,087 "
"$2,000,000 ","$759,504 "
"$775,000 ",$0 
"$100,000,000 ","$171,377,916 "
"$85,000,000 ","$205,190,324 "
"$40,000,000 ","$121,032,272 "
"$25,000,000 ","$21,970,831 "
"$33,000,000 ","$62,020,814 "
"$16,500,000 ","$83,792,062 "
"$9,000,000 ","$2,548,378 "
"$8,000,000 ","$143,782 "
"$40,000,000 ","$58,501,127 "
"$17,500,000 ","$20,159,316 "
"$15,000,000 ","$12,669,914 "
"$900,000 ","$381,420 "
"$300,000 ","$399,908 "
"$70,000,000 ","$461,651,246 "
"$10,000,000 ","$26,716,191 "
"$65,000,000 ","$163,295,654 "
"$60,000,000 ","$49,238,525 "
"$30,000,000 ","$41,457,834 "
"$2,800,000 ","$475,000 "
"$1,000,000 ",$0 
"$60,000,000 ","$14,816,379 "
"$55,000,000 ","$9,521,458 "
"$35,000,000 ","$19,282,590 "
"$18,000,000 ","$2,401,413 "
"$11,000,000 ","$85,278,712 "
"$6,000,000 ","$15,137,932 "
"$3,200,000 ","$690,872 "
"$6,000,000 ","$49,155,371 "
"$85,000,000 ","$191,932,158 "
"$70,000,000 ","$94,973,540 "
"$20,000,000 ","$17,807,569 "
"$100,000 ","$10,243,159 "
"$15,000,000 ","$128,885,873 "
"$80,000,000 ","$158,926,474 "
"$50,000,000 ","$71,052,604 "
"$50,000,000 ","$82,751,189 "
"$25,000,000 ","$112,798,051 "
"$2,000,000 ","$12,667 "
"$60,000,000 ","$87,123,569 "
"$50,000,000 ","$128,402,901 "
"$17,000,000 ","$70,355,813 "
"$35,000,000 ","$42,064,105 "
"$30,000,000 ","$53,572,822 "
"$16,800,000 ","$2,281,089 "
"$11,000,000 ","$6,586,324 "
"$6,000,000 ","$119,452 "
"$2,000,000 ","$6,225,304 "
"$40,000,000 ","$20,722,450 "
"$20,000,000 ","$70,743,839 "
"$20,000,000 ","$41,342,180 "
"$20,000,000 ","$13,725,032 "
"$15,000,000 ","$22,165,608 "
"$13,000,000 ","$2,613,717 "
"$4,700,000 ","$239,962 "
"$350,000 ","$84,689 "
"$53,000,000 ","$63,657,941 "
"$40,000,000 ","$104,407,366 "
"$40,000,000 ","$60,862,471 "
"$15,000,000 ","$21,896,367 "
"$12,000,000 ","$8,706,701 "
"$20,000,000 ","$132,121,212 "
"$14,000,000 ","$5,782,198 "
"$10,000,000 ","$163,876,815 "
"$35,000,000 ","$12,506,188 "
"$20,500,000 ","$30,241,435 "
"$12,000,000 ","$110,989,157 "
"$10,750,000 ","$32,575,443 "
"$3,750,000 ","$1,178,175 "
"$700,000 ","$4,911,725 "
"$450,000 ","$1,297,745 "
"$102,000,000 ","$594,420,283 "
"$85,000,000 ","$385,000,317 "
"$14,000,000 ","$20,597,806 "
"$12,000,000 ","$5,549,923 "
"$4,000,000 ","$4,630,045 "
"$3,700,000 ","$13,447,998 "
"$80,000,000 ","$181,038,616 "
"$51,000,000 ","$46,815,807 "
"$35,000,000 ","$15,461,638 "
"$9,000,000 ","$14,443 "
"$8,300,000 ","$24,906,717 "
"$300,000 ","$33,312 "
"$160,000,000 ","$181,674,817 "
"$33,000,000 ","$27,610,873 "
"$28,000,000 ","$38,159,905 "
"$7,000,000 ","$463,039 "
"$5,000,000 ","$4,414,753 "
"$1,125,000 ","$414,736 "
"$100,000,000 ","$249,488,115 "
"$82,500,000 ","$143,985,708 "
"$75,000,000 ","$155,708,695 "
"$55,000,000 ","$307,325,633 "
"$32,000,000 ","$1,308,696 "
"$18,900,000 ","$26,063,572 "
"$24,000,000 ","$156,229,050 "
"$19,400,000 ","$15,118,795 "
"$13,000,000 ","$67,867,998 "
"$45,000,000 ","$76,904,429 "
"$6,000,000 ","$7,818,479 "
"$110,000,000 ","$579,446,407 "
"$65,000,000 ","$43,545,364 "
"$76,000,000 ","$69,845,011 "
"$27,500,000 ","$50,578,411 "
"$63,700,000 ","$133,603,463 "
"$30,000,000 ","$35,891,257 "
"$16,000,000 ","$87,041,569 "
"$3,300,000 ","$19,875 "
"$42,000,000 ","$83,833,602 "
"$27,000,000 ",$0 
"$1,000,000 ","$5,382 "
"$500,000 ","$3,000,000 "
"$27,500,000 ","$219,265,952 "
"$9,000,000 ","$3,922,043 "
"$989,000 ","$8,158 "
"$1,000,000 ","$844,377 "
"$20,000,000 ","$86,858,578 "
"$17,000,000 ","$57,263,440 "
"$15,000,000 ","$6,551,310 "
"$5,000,000 ",$0 
"$39,000,000 ","$69,538,833 "
"$16,000,000 ","$53,774,833 "
"$10,000,000 ",$0 
"$7,000,000 ","$1,661,464 "
"$85,000,000 ","$83,080,084 "
"$60,000,000 ","$253,555,383 "
"$15,000,000 ","$10,951,153 "
"$1,500,000 ","$22,217,183 "
"$151,000,000 ","$708,272,592 "
"$150,000,000 ","$287,594,577 "
"$100,000,000 ","$267,985,456 "
"$27,000,000 ","$9,352,089 "
"$40,000,000 ","$146,300,356 "
"$120,000,000 ","$229,545,589 "
"$25,000,000 ","$137,984,788 "
"$32,000,000 ","$77,593,167 "
"$13,000,000 ","$11,141,213 "
"$10,000,000 ","$21,851,362 "
"$35,000,000 ","$70,187,088 "
"$130,000,000 ","$442,161,562 "
"$25,000,000 ","$14,334,401 "
"$16,500,000 ","$39,380,876 "
"$5,250,000 ","$786,677 "
"$5,000,000 ","$1,375,194 "
"$6,000,000 ","$26,007 "
"$1,800,000 ",$0 
"$40,000,000 ","$79,123 "
"$20,000,000 ","$81,461,343 "
"$14,000,000 ","$13,205,411 "
"$8,300,000 ","$25,670,174 "
"$60,000,000 ","$95,538,560 "
"$35,000,000 ","$96,096,018 "
"$20,000,000 ","$20,081,987 "
"$15,000,000 ","$37,466,538 "
"$8,400,000 ","$6,831,069 "
"$1,300,000 ","$635,305 "
"$61,000,000 ","$145,594,548 "
"$258,000,000 ","$890,875,303 "
"$55,000,000 ","$6,521,829 "
"$13,000,000 ","$5,175,088 "
"$10,000,000 ","$7,037,886 "
"$8,000,000 ","$414,617 "
"$20,000,000 ","$118,537,627 "
"$15,500,000 ","$1,237,615 "
"$750,000 ","$5,520,368 "
"$16,000,000 ","$81,742,618 "
"$10,500,000 ","$14,140,402 "
"$10,800,000 ","$2,862,544 "
"$7,400,000 ","$9,443,864 "
"$47,000,000 ","$37,923,818 "
"$21,000,000 ","$43,632,609 "
"$20,000,000 ","$8,135,024 "
"$2,400,000 ","$1,420,418 "
"$40,000,000 ","$62,226,214 "
"$1,500,000 ","$194,568 "
"$21,500,000 ","$92,987,651 "
"$15,000,000 ","$22,441 "
"$500,000 ","$53,201 "
"$7,000,000 ","$231,450,102 "
"$150,000 ","$23,344,056 "
"$160,000,000 ","$807,330,936 "
"$10,000,000 ","$5,950,002 "
"$8,000,000 ","$127,188 "
"$300,000,000 ","$963,420,425 "
"$4,000,000 ","$8,302,995 "
"$53,000,000 ","$50,187,789 "
"$25,000,000 ","$7,164,995 "
"$22,000,000 ","$27,238,354 "
"$120,000,000 ","$288,215,319 "
"$30,000,000 ","$7,755,686 "
"$20,000,000 ","$30,703,845 "
"$8,000,000 ","$456,814 "
"$300,000 ","$70,807 "
"$200,000 ","$1,217 "
"$175,000,000 ","$174,131,329 "
"$22,500,000 ","$131,263,370 "
"$15,000,000 ","$19,153,568 "
"$9,000,000 ","$36,535,837 "
"$4,000,000 ","$3,858,964 "
"$110,000,000 ","$382,288,147 "
"$150,000,000 ","$626,549,695 "
"$1,900,000 ","$139,317 "
"$2,000,000 ",$0 
"$48,000,000 ","$71,171,825 "
"$40,000,000 ","$7,729,552 "
"$11,000,000 ","$3,231,251 "
"$10,000,000 ","$900,926 "
"$2,000,000 ","$1,134,358 "
"$1,500,000 ","$240,396 "
"$205,000,000 ","$367,262,558 "
"$30,000,000 ","$129,779,728 "
"$2,600,000 ","$71,248 "
"$800,000 ","$200,433 "
"$85,000,000 ","$185,708,462 "
"$75,000,000 ","$203,035,572 "
"$40,000,000 ","$32,030,610 "
"$2,380,000 ","$8,739,576 "
"$72,500,000 ","$527,071,022 "
"$28,000,000 ","$91,943,956 "
"$21,600,000 ","$791,154 "
"$7,000,000 ","$5,694,308 "
"$2,000,000 ","$1,433,319 "
"$100,000,000 ","$145,395,745 "
"$85,000,000 ","$311,744,465 "
"$15,500,000 ","$88,611,837 "
"$7,500,000 ","$33,606,409 "
"$6,000,000 ","$18,209,872 "
"$80,000,000 ","$40,147,042 "
"$67,000,000 ","$25,357,771 "
"$20,000,000 ","$46,790,428 "
"$17,500,000 ","$169,955,142 "
"$25,000,000 ","$234,981,342 "
"$25,000,000 ","$40,686,409 "
"$13,000,000 ","$3,260,555 "
"$10,100,000 ","$1,066,555 "
"$2,500,000 ","$72,260 "
"$20,000,000 ","$16,907,831 "
"$15,000,000 ","$77,514,401 "
"$4,500,000 ","$51,957 "
"$50,000,000 ","$80,583,311 "
"$2,200,000 ","$388,390 "
"$2,000,000 ","$81,197,047 "
"$60,000,000 ","$454,161,935 "
"$12,000,000 ","$92,618,117 "
"$9,000,000 ","$3,438,735 "
"$8,500,000 ","$20,288,774 "
"$35,000,000 ","$63,211,088 "
"$25,000,000 ","$164,051,250 "
"$3,000,000 ","$163,069 "
"$50,000,000 ","$56,077,088 "
"$45,000,000 ","$29,367,143 "
"$32,000,000 ","$79,915,361 "
"$23,000,000 ","$24,489,150 "
"$10,000,000 ","$1,165,102 "
"$3,500,000 ","$221,096 "
"$45,000,000 ","$146,162,920 "
"$30,000,000 ","$15,313,631 "
"$25,000,000 ","$59,183,821 "
"$20,000,000 ","$56,822,960 "
"$16,500,000 ","$13,636,339 "
"$72,500,000 ","$86,509,602 "
"$22,000,000 ","$146,590,987 "
"$15,000,000 ","$65,261,291 "
"$12,000,000 ","$1,513,388 "
"$180,000,000 ","$256,585,882 "
"$70,000,000 ","$137,022,245 "
"$6,400,000 ","$8,902,141 "
"$30,000,000 ","$80,276,156 "
"$27,500,000 ","$26,939,925 "
"$19,000,000 ","$34,352,162 "
"$16,000,000 ","$8,120,148 "
"$10,000,000 ","$1,051,907 "
"$4,600,000 ","$731,767 "
"$1,000,000 ","$473,769 "
"$600,000 ","$23,616 "
"$200,000 ",$0 
"$10,000,000 ","$135,759,694 "
"$3,300,000 ","$12,405,473 "
"$20,000,000 ","$20,819,601 "
"$15,000,000 ","$64,232,714 "
